Time,x,Y,Z
2016-05-21 00:00:04.073170,47993.33,1640,3026.67
2016-05-21 00:00:04.081300,48000,1640,3026.67
2016-05-21 00:00:04.089430,48000,1640,3026.67
2016-05-21 00:00:04.097560,48000,1640,3040
2016-05-21 00:00:04.105691,48006.67,1640,3040
2016-05-21 00:00:04.113821,48006.67,1640,3040
2016-05-21 00:00:04.121951,48020,1640,3026.67
2016-05-21 00:00:04.130081,48020,1646.67,3026.67
2016-05-21 00:00:04.138211,48006.67,1640,3040
2016-05-21 00:00:04.146341,48006.67,1640,3040
2016-05-21 00:00:04.154471,48006.67,1640,3040
2016-05-21 00:00:04.162601,48006.67,1640,3040
2016-05-21 00:00:04.170731,48006.67,1640,3046.67
2016-05-21 00:00:04.178861,48006.67,1646.67,3046.67
2016-05-21 00:00:04.186991,48006.67,1640,3040
2016-05-21 00:00:04.195121,48000,1640,3040
2016-05-21 00:00:04.203252,48000,1640,3046.67
2016-05-21 00:00:04.211382,48000,1640,3046.67
2016-05-21 00:00:04.219512,48000,1640,3046.67
2016-05-21 00:00:04.227642,48000,1640,3046.67
2016-05-21 00:00:04.235772,47993.33,1640,3046.67
2016-05-21 00:00:04.243902,47993.33,1640,3046.67
2016-05-21 00:00:04.252032,47986.67,1640,3046.67
2016-05-21 00:00:04.260162,47986.67,1640,3046.67
2016-05-21 00:00:04.268292,47986.67,1633.33,3046.67
2016-05-21 00:00:04.276422,47973.33,1633.33,3046.67
2016-05-21 00:00:04.284552,47973.33,1640,3046.67
2016-05-21 00:00:04.292682,47973.33,1640,3046.67
2016-05-21 00:00:04.300813,47973.33,1640,3046.67
2016-05-21 00:00:04.308943,47973.33,1640,3046.67
2016-05-21 00:00:04.317073,47973.33,1640,3046.67
2016-05-21 00:00:04.325203,47973.33,1633.33,3040
2016-05-21 00:00:04.333333,47986.67,1633.33,3040
2016-05-21 00:00:04.341463,47986.67,1640,3040
2016-05-21 00:00:04.349593,47986.67,1640,3040
2016-05-21 00:00:04.357723,47986.67,1640,3040
2016-05-21 00:00:04.365853,47986.67,1640,3040
2016-05-21 00:00:04.373983,47986.67,1640,3026.67
2016-05-21 00:00:04.382113,47993.33,1640,3026.67
2016-05-21 00:00:04.390243,47993.33,1640,3040
2016-05-21 00:00:04.398373,47993.33,1640,3026.67
2016-05-21 00:00:04.406504,47993.33,1640,3026.67
2016-05-21 00:00:04.414634,48000,1640,3026.67
2016-05-21 00:00:04.422764,48000,1640,3026.67
2016-05-21 00:00:04.430894,48000,1640,3040
2016-05-21 00:00:04.439024,48006.67,1640,3040
2016-05-21 00:00:04.447154,48006.67,1640,3040
2016-05-21 00:00:04.455284,48006.67,1640,3026.67
2016-05-21 00:00:04.463414,48006.67,1646.67,3026.67
2016-05-21 00:00:04.471544,48006.67,1640,3040
2016-05-21 00:00:04.479674,48006.67,1640,3040
2016-05-21 00:00:04.487804,48006.67,1640,3040
2016-05-21 00:00:04.495934,48020,1640,3040
2016-05-21 00:00:04.504065,48020,1640,3040
2016-05-21 00:00:04.512195,48006.67,1640,3046.67
2016-05-21 00:00:04.520325,48000,1640,3040
2016-05-21 00:00:04.528455,48000,1640,3040
2016-05-21 00:00:04.536585,48000,1640,3046.67
2016-05-21 00:00:04.544715,48000,1640,3046.67
2016-05-21 00:00:04.552845,47993.33,1640,3046.67
2016-05-21 00:00:04.560975,47986.67,1633.33,3046.67
2016-05-21 00:00:04.569105,47986.67,1633.33,3046.67
2016-05-21 00:00:04.577235,47986.67,1640,3046.67
2016-05-21 00:00:04.585365,47986.67,1640,3046.67
2016-05-21 00:00:04.593495,47986.67,1640,3046.67
2016-05-21 00:00:04.601626,47973.33,1633.33,3046.67
2016-05-21 00:00:04.609756,47973.33,1633.33,3046.67
2016-05-21 00:00:04.617886,47973.33,1633.33,3040
2016-05-21 00:00:04.626016,47973.33,1633.33,3040
2016-05-21 00:00:04.634146,47973.33,1640,3040
2016-05-21 00:00:04.642276,47973.33,1640,3040
2016-05-21 00:00:04.650406,47973.33,1633.33,3040
2016-05-21 00:00:04.658536,47973.33,1633.33,3040
2016-05-21 00:00:04.666666,47973.33,1640,3040
2016-05-21 00:00:04.674796,47973.33,1640,3040
2016-05-21 00:00:04.682926,47986.67,1640,3026.67
2016-05-21 00:00:04.691056,47986.67,1640,3026.67
2016-05-21 00:00:04.699186,47986.67,1640,3040
2016-05-21 00:00:04.707317,47993.33,1640,3040
2016-05-21 00:00:04.715447,47993.33,1640,3026.67
2016-05-21 00:00:04.723577,47993.33,1640,3026.67
2016-05-21 00:00:04.731707,48000,1640,3026.67
2016-05-21 00:00:04.739837,48000,1640,3026.67
2016-05-21 00:00:04.747967,48000,1640,3026.67
2016-05-21 00:00:04.756097,48006.67,1640,3026.67
2016-05-21 00:00:04.764227,48006.67,1640,3040
2016-05-21 00:00:04.772357,48006.67,1640,3040
2016-05-21 00:00:04.780487,48006.67,1646.67,3040
2016-05-21 00:00:04.788617,48006.67,1640,3040
2016-05-21 00:00:04.796747,48006.67,1640,3040
2016-05-21 00:00:04.804878,48020,1640,3040
2016-05-21 00:00:04.813008,48020,1640,3040
2016-05-21 00:00:04.821138,48006.67,1640,3040
2016-05-21 00:00:04.829268,48006.67,1640,3040
2016-05-21 00:00:04.837398,48000,1640,3040
2016-05-21 00:00:04.845528,48000,1640,3046.67
2016-05-21 00:00:04.853658,48000,1640,3046.67
2016-05-21 00:00:04.861788,47993.33,1640,3046.67
2016-05-21 00:00:04.869918,47993.33,1640,3046.67
2016-05-21 00:00:04.878048,47993.33,1640,3046.67
